270.05,-62.122,-11.964
270.23,-61.223,
270.53,-59.889,
270.92,-58.157,
271.32,-56.922,
271.72,-55.38,
272.12,-54.844,
272.52,-53.67,
272.91,-52.58,
273.31,-51.72,
273.72,-50.835,
274.12,-50.551,
274.52,-50.763,
274.93,-50.915,
275.33,-51.887,
275.73,-51.898,
276.13,-51.798,
276.53,-51.046,
276.93,-50.483,
277.32,-49.717,
277.73,-49.284,
278.13,-48.546,
278.53,-47.661,
278.93,-46.762,
279.34,-46.077,
279.74,-45.519,
280.14,-45.034,
280.54,-44.894,
280.93,-44.529,
281.34,-44.294,
281.74,-44.19,
282.14,-43.901,
282.54,-43.554,
282.94,-43.322,
283.35,-43.063,
283.75,-42.889,
284.15,-42.544,
284.55,-42.107,
284.95,-41.878,
285.35,-41.572,
285.75,-41.444,
286.15,-41.463,
286.55,-41.43,
286.95,-41.574,
287.36,-41.876,
287.76,-42.048,
288.16,-42.434,
288.55,-42.499,
288.96,-42.453,
289.35,-41.878,
289.75,-41.415,
290.16,-40.821,
290.56,-40.396,
290.95,-40.061,
291.35,-39.976,
291.76,-39.867,
292.16,-39.846,
292.56,-39.859,
292.96,-39.952,
293.35,-40.062,
293.75,-40.035,
294.16,-39.898,
294.56,-39.68,
294.96,-39.461,
295.36,-39.331,
295.76,-39.143,
296.16,-39.044,
296.56,-39.062,
296.96,-39.254,
297.36,-39.484,
297.76,-39.976,
298.17,-40.423,
298.57,-40.96,
298.97,-41.532,
299.36,-42.24,
299.77,-43.036,
300.17,-43.857,
300.57,-44.7,
300.97,-45.588,
301.37,-46.793,
301.77,-48.529,
302.17,-51.452,
302.57,-54.736,
302.97,-58.92,
303.37,-63.95,
303.77,-62.208,
304.17,-55.848,
304.57,-51.553,
304.98,-47.868,
305.38,-45.599,
305.77,-43.945,
306.17,-42.526,
306.57,-41.473,
306.98,-40.271,
307.38,-39.08,
307.78,-37.761,
308.17,-36.753,
308.58,-35.798,
308.98,-34.879,
309.38,-34.135,
309.78,-33.402,
310.18,-32.808,
310.58,-32.328,
310.99,-31.983,
311.39,-31.731,
311.79,-31.485,
312.18,-31.239,
312.58,-30.986,
312.99,-30.785,
313.39,-30.552,
313.79,-30.373,
314.19,-30.171,
314.59,-29.983,
314.99,-29.831,
315.39,-29.615,
315.79,-29.523,
316.19,-29.506,
316.6,-29.52,
316.99,-29.576,
317.39,-29.681,
317.8,-29.832,
318.19,-30.018,
318.59,-30.187,
318.99,-30.426,
319.39,-30.578,
319.79,-30.764,
320.19,-31.023,
320.59,-31.291,
320.99,-31.619,
321.39,-31.98,
321.79,-32.405,
322.2,-32.828,
322.6,-33.235,
323,-33.684,
323.39,-33.975,
323.79,-34.192,
324.19,-34.278,
324.6,-34.253,
325,-34.127,
325.4,-33.84,
325.8,-33.321,
326.2,-32.797,
326.6,-32.118,
327,-31.517,
327.4,-31.005,
327.8,-30.482,
328.2,-30.102,
328.6,-29.747,
329,-29.491,
329.4,-29.298,
329.8,-29.221,
330.2,-29.168,
330.6,-29.153,
331,-29.161,
331.4,-29.186,
331.81,-29.282,
332.2,-29.516,
332.61,-29.85,
333.01,-30.317,
333.41,-30.879,
333.82,-31.678,
334.21,-32.507,
334.61,-33.516,
335.01,-34.985,
335.42,-36.467,
335.82,-38.135,
336.22,-39.203,
336.62,-39.134,
337.02,-37.764,
337.42,-36.119,
337.82,-34.304,
338.22,-32.915,
338.63,-31.468,
339.03,-30.402,
339.43,-29.341,
339.83,-28.534,
340.24,-27.745,
340.64,-27.144,
341.03,-26.608,
341.44,-26.079,
341.83,-25.662,
342.23,-25.235,
342.63,-24.922,
343.03,-24.672,
343.43,-24.498,
343.83,-24.435,
344.23,-24.468,
344.64,-24.594,
345.04,-24.845,
345.44,-25.185,
345.83,-25.642,
346.23,-26.329,
346.64,-27.029,
347.04,-27.929,
347.44,-28.719,
347.84,-29.628,
348.23,-30.285,
348.64,-30.631,
349.04,-30.243,
349.44,-29.283,
349.84,-27.772,
350.24,-26.341,
350.63,-24.768,
351.03,-23.461,
351.43,-22.172,
351.83,-20.81,
352.23,-19.837,
352.64,-18.827,
353.03,-18.045,
353.43,-17.293,
353.83,-16.49,
354.23,-15.889,
354.63,-15.258,
355.04,-14.769,
355.43,-14.31,
355.83,-13.829,
356.23,-13.465,
356.63,-13.11,
357.04,-12.864,
357.43,-12.63,
357.83,-12.474,
358.23,-12.317,
358.64,-12.163,
359.04,-12.063,
359.44,-11.99,
359.84,-11.964,
0.24,-11.975,
0.64,-12.015,
1.04,-12.088,
1.45,-12.216,
1.85,-12.374,
2.24,-12.602,
2.65,-12.819,
3.05,-13.112,
3.45,-13.403,
3.85,-13.801,
4.25,-14.135,
4.64,-14.569,
5.05,-15.176,
5.45,-15.762,
5.85,-16.55,
6.25,-17.269,
6.65,-18.188,
7.05,-19.052,
7.46,-19.985,
7.86,-21.221,
8.26,-22.422,
8.66,-24.043,
9.06,-25.698,
9.46,-28.046,
9.86,-30.508,
10.26,-33.731,
10.66,-35.59,
11.06,-34.714,
11.46,-32.067,
11.86,-29.992,
12.26,-28.057,
12.66,-26.741,
13.06,-25.66,
13.46,-24.691,
13.86,-24.015,
14.26,-23.423,
14.66,-23.05,
15.06,-22.704,
15.46,-22.504,
15.86,-22.442,
16.26,-22.444,
16.66,-22.531,
17.06,-22.718,
17.46,-22.948,
17.86,-23.305,
18.27,-23.679,
18.67,-24.128,
19.07,-24.753,
19.46,-25.364,
19.87,-26.207,
20.28,-27.004,
20.67,-28.06,
21.07,-29.082,
21.47,-30.313,
21.87,-31.974,
22.28,-33.715,
22.67,-36.29,
23.07,-39.198,
23.47,-44.124,
23.87,-49.103,
24.27,-47.407,
24.67,-42.286,
25.07,-39.448,
25.47,-37.115,
25.87,-35.616,
26.27,-34.474,
26.67,-33.406,
27.07,-32.728,
27.47,-32.121,
27.87,-31.711,
28.27,-31.347,
28.67,-31.145,
29.07,-31.065,
29.47,-31.048,
29.87,-31.124,
30.28,-31.34,
30.68,-31.587,
31.07,-32.068,
31.48,-32.572,
31.87,-33.196,
32.28,-34.087,
32.68,-34.956,
33.07,-36.159,
33.48,-37.319,
33.88,-38.888,
34.28,-40.504,
34.68,-42.297,
35.09,-44.838,
35.49,-47.538,
35.89,-49.434,
36.29,-48.079,
36.69,-45.113,
37.09,-42.659,
37.49,-40.562,
37.89,-39.124,
38.29,-37.991,
38.69,-36.921,
39.09,-36.168,
39.49,-35.4,
39.88,-34.857,
40.29,-34.313,
40.68,-33.811,
41.09,-33.434,
41.49,-33.011,
41.88,-32.706,
42.28,-32.44,
42.68,-32.266,
43.08,-32.181,
43.49,-32.117,
43.89,-32.106,
44.29,-32.138,
44.69,-32.218,
45.09,-32.322,
45.49,-32.442,
45.89,-32.583,
46.29,-32.745,
46.69,-32.949,
47.09,-33.206,
47.49,-33.48,
47.89,-33.735,
48.29,-34.064,
48.69,-34.366,
49.09,-34.66,
49.49,-34.957,
49.89,-35.378,
50.3,-35.784,
50.69,-36.277,
51.1,-36.826,
51.5,-37.35,
51.9,-37.928,
52.3,-38.396,
52.68,-38.94,
53.09,-39.44,
53.5,-40.104,
53.9,-40.761,
54.3,-41.543,
54.7,-42.401,
55.1,-43.284,
55.5,-44.105,
55.9,-44.595,
56.3,-44.877,
56.7,-44.611,
57.1,-44.331,
57.5,-43.826,
57.91,-43.514,
58.31,-43.126,
58.71,-42.953,
59.11,-42.92,
59.5,-42.805,
59.91,-42.862,
60.31,-42.616,
60.72,-42.242,
61.11,-41.873,
61.51,-41.517,
61.91,-41.13,
62.32,-40.965,
62.72,-40.791,
63.11,-40.829,
63.52,-40.648,
63.92,-40.477,
64.31,-40.414,
64.71,-40.231,
65.12,-40.151,
65.52,-40.24,
65.92,-40.364,
66.32,-40.611,
66.73,-40.835,
67.12,-41.034,
67.52,-41.138,
67.92,-41.087,
68.32,-40.875,
68.72,-40.908,
69.12,-40.972,
69.52,-41.239,
69.92,-41.626,
70.32,-41.993,
70.72,-42.182,
71.13,-42.244,
71.53,-42.099,
71.93,-41.997,
72.33,-41.922,
72.72,-41.995,
73.13,-42.349,
73.53,-42.78,
73.93,-43.256,
74.33,-44.005,
74.73,-44.311,
75.14,-44.444,
75.53,-44.477,
75.93,-44.219,
76.33,-44.053,
76.73,-43.75,
77.13,-43.797,
77.53,-43.927,
77.93,-44.667,
78.33,-45.613,
78.74,-47.127,
79.13,-48.43,
79.54,-48.927,
79.94,-48.538,
80.34,-47.474,
80.73,-46.264,
81.14,-45.543,
81.53,-45.291,
81.93,-45.39,
82.34,-45.87,
82.74,-46.612,
83.14,-47.313,
83.54,-47.615,
83.94,-47.758,
84.34,-47.526,
84.74,-47.185,
85.14,-46.991,
85.54,-46.818,
85.94,-46.728,
86.34,-46.822,
86.75,-47.201,
87.14,-47.69,
87.55,-48.697,
87.95,-50.067,
88.35,-51.959,
88.75,-53.387,
89.15,-53.031,
89.53,-51.562,
89.8,-50.019,
89.96,-49.281,
89.97,-49.173,
89.98,-49.147,
89.99,-49.059,
90,-48.894,
,,
[Squint Angle],,
X :=-99999.000000,,
Y :=-99999.000000,,
[3dB Left],,
X :=-99999.000000,,
Y :=-99999.000000,,
[3dB Right],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Second 3dB Right],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Second 3dB Left],,
X :=-99999.000000,,
Y :=-99999.000000,,
[First Minimum Point],,
X :=-99999.000000,,
Y :=-99999.000000,,
[First Maximum Point],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Second Minimum Point],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Secod Maximum Point],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Beam Peak],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Null Depth],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Right Side Lobe],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Left Side Lobe],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Marker 1],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Marker 2],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Marker 3],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Marker 4],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Marker 5],,
X :=-99999.000000,,
Y :=-99999.000000,,
[Marker 6],,
X :=-99999.000000,,
