Energy_Wh,TOTAL_BATTERY_VOLTAGE,Discharged_Ah
110.4735,31.228,3.4659758253007897
110.6976,31.238,3.473150928556961
110.9216,31.238,3.480321682126332
111.1453,31.228,3.4874839784155136
111.3731,31.208,3.494781050617448
111.5973,31.228,3.5019628047336635
111.8255,31.228,3.5092703492449995
112.0496,31.238,3.516445452501171
112.2736,31.238,3.5236162060705416
112.4973,31.228,3.530778502359723
112.7251,31.208,3.538075574561658
112.9494,31.228,3.5452605319580317
113.1733,31.218,3.552431527698351
113.401,31.198,3.5597277337993507
113.6249,31.218,3.5669021762500046
113.8484,31.208,3.5740626542559637
114.0717,31.208,3.581217870867089
114.2956,31.218,3.5883911640462127
114.5233,31.198,3.5956873701472127
114.7472,31.218,3.6028618125978666
114.9708,31.208,3.610025494397117
115.194,31.208,3.6171775067016543
115.4175,31.198,3.624340279511961
115.641,31.198,3.631504200276112
115.8638,31.188,3.6386468284298643
116.0872,31.188,3.645809839844511
116.3107,31.188,3.6529760576205788
116.5341,31.188,3.6601390690352256
116.7575,31.198,3.6673009322737724
116.981,31.198,3.674464853037924
117.2039,31.188,3.6816106870391425
117.4273,31.188,3.6887736984537893
117.6507,31.188,3.695936709868436
117.8741,31.188,3.703099721283083
118.098,31.178,3.710279915619741
118.3227,31.168,3.717488076528219
118.5476,31.168,3.7247038106144617
118.7723,31.168,3.7319131278629216
118.9969,31.158,3.7391203928887533
119.2208,31.178,3.746304042786084
119.4455,31.168,3.7535122036945623
119.6704,31.168,3.7607279377808047
119.8951,31.168,3.7679372550292647
120.1197,31.158,3.7751445200550964
120.3437,31.158,3.7823336849565665
120.5718,31.138,3.7896567875634752
120.7996,31.138,3.7969726074619916
121.0239,31.148,3.804174868002081
121.2483,31.138,3.8113803395366155
121.472,31.138,3.8185644875229983
121.696,31.158,3.825755960490765
121.9241,31.138,3.833079063097674
122.1519,31.138,3.8403948829961903
122.3762,31.148,3.8475971435362797
122.6006,31.138,3.854802615070814
122.8242,31.138,3.8619835515471452
123.0525,31.128,3.8693166065049067
123.2764,31.128,3.87650948751236
123.5005,31.128,3.8837087936033394
123.7245,31.118,3.8909060432258054
123.9485,31.118,3.898104449293033
124.1726,31.118,3.9053060689343986
124.4009,31.128,3.9126414800451523
124.6247,31.128,3.9198311485108426
124.8488,31.128,3.9270304546018213
125.0728,31.118,3.9342277042242872
125.2969,31.118,3.941429323865652
125.5209,31.118,3.94862772993288
125.7446,31.108,3.955817650544843
125.9677,31.108,3.962989439152275
126.1913,31.098,3.9701784562888855
126.4146,31.098,3.977358982367733
126.6423,31.078,3.9846833518993856
126.866,31.108,3.9918778972954554
127.0891,31.108,3.9990496859028877
127.3127,31.098,4.006238703039498
127.536,31.098,4.0134192291183455
127.7637,31.078,4.0207435986499975
127.9872,31.088,4.027934024284589
128.2107,31.088,4.035123293455973
128.4378,31.068,4.042430713495873
128.6609,31.078,4.049610580261231
128.8841,31.078,4.056792509600314
129.107,31.078,4.063964785808564
129.3306,31.088,4.071158428635833
129.5541,31.088,4.078347697807217
129.7811,31.068,4.085651900136839
130.0043,31.078,4.092834985130241
130.2275,31.078,4.1000169144693235
130.4504,31.078,4.107189190677574
130.6745,31.058,4.114402400411062
130.8992,31.058,4.12163725133514
131.1236,31.047,4.1288637226337475
131.3474,31.047,4.13607214856862
131.5712,31.047,4.1432805745034935
131.7954,31.058,4.150500605096843
132.0201,31.058,4.157735456020921
132.2444,31.047,4.1649587069669
132.4682,31.047,4.172167132901772
132.692,31.047,4.179375558836646
132.916,31.037,4.186591588731626
133.1403,31.037,4.193818446997566
133.3642,31.027,4.2010335797637435
133.5882,31.027,4.208253098247644
133.8115,31.027,4.215450055736283
134.039,31.007,4.222784743165756
134.263,31.037,4.230005425262333
134.4873,31.037,4.237232283528273
134.7112,31.027,4.24444741629445
134.9351,31.027,4.251663711779028
135.1585,31.027,4.258863892266991
135.3859,31.007,4.266195355658034
135.6095,31.017,4.273405467872661
135.8368,30.997,4.280736070639779
136.0639,30.997,4.2880625861090165
136.2872,31.007,4.2952653472212035
136.5144,30.987,4.302595088809099
136.738,31.017,4.309807526716331
136.9654,30.997,4.317141354561656
137.1924,30.997,4.324464643912238
137.4157,31.007,4.331667405024424
137.643,30.987,4.339000372730977
137.8667,30.997,4.346218364470781
138.0939,30.977,4.353550471483398
138.3172,30.987,4.360757882238031
138.5403,30.987,4.367957675699804
138.7675,30.977,4.375290965997396
138.9944,30.967,4.3826169378429345
139.2181,30.997,4.38983725931992
139.4453,30.977,4.397169366332538
139.6687,30.987,4.404380004767758
139.8918,30.987,4.411579798229532
140.119,30.977,4.418913088527124
140.3458,30.967,4.426235831649945
140.5688,30.977,4.433435883309508
140.7919,30.977,4.440638001009737
141.0145,30.967,4.447825137778431
141.2377,30.967,4.455032810462256
141.4647,30.947,4.462365562343898
141.6877,30.977,4.46956793945132
141.9108,30.977,4.4767700571515485
142.1334,30.967,4.483957193920243
142.3566,30.967,4.491164866604067
142.5836,30.947,4.498497618485709
142.8106,30.947,4.505832739822188
143.0372,30.937,4.513156119047837
143.2598,30.947,4.520350224147701
